timestamp,io_errors,frames_tx,frames_rx,interface
366032209,9111,8923,0,1
366134501,9111,8923,0,1
366236201,9112,8923,0,1
366338220,9112,8937,0,1
366440217,9125,8937,0,1
366542202,9125,8937,0,1
366644310,9125,8937,0,1
366746202,9125,8937,0,1
366848218,9125,8939,0,1
366950217,9127,8939,0,1
367052204,9127,8939,0,1
367154519,9127,8939,0,1
367256201,9128,8939,0,1
367358218,9128,8953,0,1
367460219,9141,8953,0,1
367562202,9141,8953,0,1
367664506,9141,8953,0,1
367766205,9141,8953,0,1
367868218,9141,8955,0,1
367970218,9143,8955,0,1
368072211,9143,8955,0,1
368174320,9143,8955,0,1
368276208,9144,8967,0,1
368378217,9156,8969,0,1
368480226,9157,8969,0,1
368582204,9157,8969,0,1
368684432,9157,8969,0,1
368786201,9157,8971,0,1
368888216,9159,8971,0,1
368990217,9159,8971,0,1
369092202,9159,8971,0,1
369194541,9159,8971,0,1
369296202,9160,8985,0,1
369398224,9173,8985,0,1
369500218,9173,8985,0,1
369602203,9173,8985,0,1
369704475,9173,8985,0,1
369806201,9173,8987,0,1
369908220,9175,8987,0,1
370010217,9175,8987,0,1
370112203,9175,8987,0,1
370214324,9175,8987,0,1
