timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
296924376,296923837,0.7,4.836269e-05,-3.7655115,1.0154358,1.5515043,1.0,1
297024225,297023838,0.7,5.0766503e-05,-2.6929212,1.0176268,0.7918014,1.0,1
297124223,297123838,0.7,5.0937822e-05,-2.6210718,1.0171752,0.7504462,1.0,1
297224380,297223839,0.7,4.9039078e-05,-2.943637,1.0164618,0.9471851,1.0,1
297324369,297323838,0.7,5.134696e-05,-2.7834368,1.0173131,0.8461855,1.0,1
297424385,297423841,0.7,5.1282597e-05,-2.4401076,1.0173388,0.6502941,1.0,1
297524371,297523836,0.7,5.1189534e-05,-2.6701188,1.0239075,0.77367383,1.0020831,1
297624365,297623838,0.7,5.3181364e-05,-3.0124009,1.0178427,0.9906093,1.0,1
297724225,297723837,0.7,5.4733868e-05,-3.2048988,1.0176737,1.121444,1.0,1
297824247,297823836,0.7,5.84262e-05,-2.2433782,1.0209394,0.54772496,1.0,1
297924456,297923843,0.7,5.4814434e-05,-3.551934,1.0177304,1.3773823,1.0,1
298024241,298023838,0.7,5.249114e-05,-3.590372,1.0169535,1.4084302,1.0,1
298124288,298123839,0.7,5.0161427e-05,-2.5489788,1.0169607,0.7098813,1.0,1
298224224,298223838,0.7,4.8256996e-05,-1.7421148,1.0213813,0.33015898,1.0068694,1
298324223,298323837,0.7,4.685846e-05,-2.6943545,1.0159186,0.7939772,1.0,1
298424233,298423837,0.7,4.587945e-05,-2.437828,1.0155863,0.6501998,1.0,1
298524236,298523841,0.7,4.467981e-05,-2.6408556,1.0151924,0.7633056,1.0,1
298624242,298623852,0.7,4.5789384e-05,-3.56748,1.0148765,1.3933731,1.0,1
298724371,298723838,0.7,4.8712725e-05,-3.2117069,1.0158601,1.1282241,1.0,1
298824377,298823838,0.7,4.9099202e-05,-2.9131095,1.0165917,0.9275227,1.0,1
298924367,298923836,0.7,5.3383e-05,-2.267933,1.0182259,0.56127244,1.0,1
