timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
494246460,-1.0169635,0,0,0,0,0,0,0,0,0
494752158,-0.8692731,0,0,0,0,0,0,0,0,0
495258158,-0.7809206,0,0,0,0,0,0,0,0,0
495764558,-1.220537,0,0,0,0,0,0,0,0,0
496270203,-1.6516798,0,0,0,0,0,0,0,0,0
496776164,-1.9291521,0,0,0,0,0,0,0,0,0
497282267,-1.8101016,0,0,0,0,0,0,0,0,0
497788178,-1.7580191,0,0,0,0,0,0,0,0,0
498294568,-1.543266,0,0,0,0,0,0,0,0,0
498800303,-1.4965945,0,0,0,0,0,0,0,0,0
499306158,-1.7830153,0,0,0,0,0,0,0,0,0
499812157,-1.7933731,0,0,0,0,0,0,0,0,0
500318175,-1.841061,0,0,0,0,0,0,0,0,0
500824363,-1.5272076,0,0,0,0,0,0,0,0,0
501330206,-1.4600827,0,0,0,0,0,0,0,0,0
501836159,-1.5380557,0,0,0,0,0,0,0,0,0
502342156,-1.428925,0,0,0,0,0,0,0,0,0
502848161,-1.428924,0,0,0,0,0,0,0,0,0
503354356,-1.2799206,0,0,0,0,0,0,0,0,0
503860301,-1.4595704,0,0,0,0,0,0,0,0,0
504366168,-1.6004221,0,0,0,0,0,0,0,0,0
504872158,-1.5850883,0,0,0,0,0,0,0,0,0
505378178,-1.4853072,0,0,0,0,0,0,0,0,0
