timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_position_enabled,flag_control_velocity_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_acceleration_enabled,flag_control_attitude_enabled,flag_control_rates_enabled,flag_control_allocation_enabled,flag_control_termination_enabled,source_id
464392147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
464898148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
465404596,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
465910191,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
466416152,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
466922148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
467428149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
467934521,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
468440354,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
468946149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
469452148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
469958148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
470464344,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
470970178,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
471476164,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
471982147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
472488148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
472994588,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
473500179,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
474006148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
474512147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
475018166,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
475524428,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
476030177,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
476536150,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
477042147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
477548149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
478054611,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
478560177,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
479066148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
479572147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
480078148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
480584351,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
481090180,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
481596149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
482102147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
482608148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
483114510,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
483620224,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
484126148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
484632149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
485138149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
485644522,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
486150177,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
486656159,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
487162147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
487668206,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
488174357,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
488680214,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
489186149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
489692166,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
490198167,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
490704356,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
491210177,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
491716151,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
492222147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
492728148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
493234605,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
493740227,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
494246451,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
494752148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
495258148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
495764551,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
496270176,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
496776154,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
497282258,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
497788168,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
498294562,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
498800296,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
499306149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
499812148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
500318165,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
500824357,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
501330179,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
501836149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
502342147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
502848151,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
503354350,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
503860176,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
504366159,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
504872148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
505378168,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
505884350,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
506390244,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
506896148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
507402147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
507908148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
508414377,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
508920177,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
509426148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
509932148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
510438148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
510944447,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
511450175,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
511956210,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
512462147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
512968170,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
513474546,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
513980177,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
514486148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
514992147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
515498169,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
516004336,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
516510247,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
517016214,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
517522185,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
518028167,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
518534569,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
519040217,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
519546148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
520052147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
520558148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
521064335,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
521570176,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
522076148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
522582149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
523088149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
523594349,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
524100213,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
524606148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
525112147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
525618166,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
526124370,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
526630235,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
527136148,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
527642147,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
528148149,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0
528313380,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
528324611,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
528830178,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
529336148,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
529842148,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
530348148,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
530854539,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
531360178,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
531866169,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
532372147,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
532878149,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0
533043565,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533087438,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533131605,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533187108,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533231635,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533286499,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533330529,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533392370,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533436498,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533491690,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533547465,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533591627,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533635456,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533690449,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533745431,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533789375,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533844805,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533888419,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533943397,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
533987376,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
534042343,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
